Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,531,Curaçao,CUW,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,100115000,,,,100115000,,38505260,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,554,New Zealand,NZL,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,350594900,,,,350594900,,175459741,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,579,Norway,NOR,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,323101700,,,,323101700,,158924728,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,608,Philippines,PHL,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,200103000,,,,200103000,,96755226,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,14036103100,,,,14036103100,,6190183784,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,620,Portugal,PRT,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,1102546158,,,,1102546158,,498711204,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,642,Romania,ROU,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,3151398000,,,,3151398000,,1395681958,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,699,India,IND,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,2465346000,,,,2465346000,,1101222030,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,702,Singapore,SGP,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,539543500,,,,539543500,,262044300,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,703,Slovakia,SVK,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,5025365000,,,,5025365000,,2174937504,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,1233276300,,,,1233276300,,583689965,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,752,Sweden,SWE,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,1617408000,,,,1617408000,,737164870,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,300103000,,,,300103000,,154513484,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,37678200,,,,37678200,,23338995,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,8155091000,,,,8155091000,,3681710888,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,826,United Kingdom,GBR,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,2390604000,,,,2390604000,,1151051709,,,0
H5,2019,2019,2019,4,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,4733873000,,,,4733873000,,2164100214,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,239170412544,,,,239170412544,,72564293957,,,6
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,64575000,,,,64575000,,30726618,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,96,Brunei Darussalam,BRN,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,238446000,,,,238446000,,69858516,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,100,Bulgaria,BGR,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,2501995930,,,,2501995930,,704378568,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,14745830000,,,,14745830000,,3544313227,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,156,China,CHN,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,75265886900,,,,75265886900,,23769208060,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,191,Croatia,HRV,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,807614100,,,,807614100,,343859732,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,203,Czechia,CZE,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,3024758000,,,,3024758000,,911154258,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,1593813900,,,,1593813900,,386219882,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,9228732720,,,,9228732720,,2756233679,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,251,France,FRA,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,1128408200,,,,1128408200,,372950310,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,21819635600,,,,21819635600,,6280348982,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,1782307000,,,,1782307000,,548481099,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,344,"China, Hong Kong SAR",HKG,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,186990700,,,,186990700,,99801444,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,348,Hungary,HUN,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,3830067000,,,,3830067000,,1025542741,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,455830000,,,,455830000,,63791235,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,12604785640,,,,12604785640,,3741899699,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,392,Japan,JPN,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,5921309410,,,,5921309410,,2085523721,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,24840320,,,,24840320,,7079949,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,14553470850,,,,14553470850,,5026804306,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,1936933,,,,1936933,,432949,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,440,Lithuania,LTU,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,2620498200,,,,2620498200,,739157392,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,458,Malaysia,MYS,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,400196100,,,,400196100,,115002320,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,470,Malta,MLT,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,32199040,,,,32199040,,9694289,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,31792130200,,,,31792130200,,9418281243,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,554,New Zealand,NZL,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,608292430,,,,608292430,,248233407,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,579,Norway,NOR,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,156730600,,,,156730600,,61813733,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,608,Philippines,PHL,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,424800400,,,,424800400,,154709832,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,14876280000,,,,14876280000,,4177061820,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,642,Romania,ROU,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,2221010600,,,,2221010600,,683393784,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,699,India,IND,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,937176500,,,,937176500,,326994970,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,703,Slovakia,SVK,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,5458328000,,,,5458328000,,1468689132,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,140311000,,,,140311000,,41880869,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,1082148600,,,,1082148600,,371085054,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,752,Sweden,SWE,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,38238700,,,,38238700,,14545513,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,32486900,,,,32486900,,9864696,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,2645633700,,,,2645633700,,896870201,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,826,United Kingdom,GBR,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,3128024600,,,,3128024600,,1106407190,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,842,USA,USA,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,2784666600,,,,2784666600,,949707568,,,0
H5,2020,2020,2020,4,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,2709,Petroleum oils and oils obtained from bituminous minerals; crude,8,Weight in kilograms,10026171,,,,10026171,,2291952,,,6
